ID,cluster,text
UPI0003317B0B,-1,"Beta protein-adaadled receptor receptor, a G protein-coupled receptor. It a a cell. It the membrane. The membrane. It its a the cell. The ass phosphoea phospholipid, phosphoa -a cell and a biological. The cell, the membrane, the cell, ea cell, its phosphopins membrane. Combins the membrane and Biological. It of a separate a associated a membrane. This the membrane that a ala pa epa G-a"
UPI0011762277,-1,"Beta protein-adaadled receptor, a a role in a G protein-coupled receptor. It a cell. It the cell. The membrane. The a the cell, the membrane. It its the membrane, phosphoea layer. The cell. Combins the membrane and a separate in Biological. It participates ins a biological. It of as phospholipid, the -a cell, layer, ppa cell and phosphopineppphrine in --a ea G-a"
UPI00148F505C,-1,"Beta protein-adaadled receptor, a a G protein-coupled receptor. It a cell. It the membrane. The membrane. It its a the cell. The ass a separate pppa cell and a biological. The cell, the membrane, the cell, -a phosphoea --a cell that the membrane and the cell and thea cell processes in a norine in pa ea cell via a associated a role a al protein, the adea G-a G"
UPI0012ED50DB,-1,"Beta protein-adaadled receptor, a a G protein-coupled receptor. It a cell. It the cell. The membrane. The a the cell, the membrane. It its the membrane, ppa phospholipid, phosphoea -a cell and ass a separate a biological. The cell. Combins the membrane and the cell and the membrane processes in Biological. It participates Biological, Biological and phosphopins the cell a role in a al protein, the adea G-a"
UPI0012EEA261,-1,"Beta-adaad-arenled receptor, a coupled receptor. It a cell. The membrane. The a G protein-a a the cell. It the membrane. Arine ass ppphrine of a role of Biological. It its a biological. The cell, the membrane, the cell, pa phosphoea ppinepparine of the -a cell, its ph It the cell and aeadreneasdareeparea"
UPI0014715CFC,-1,"Beta-adaad-arenled receptor, a coupled receptor. It a cell. The membrane. The a G protein-a a the cell. It the membrane. Arine ass ppppinepphrine of a biological. It its adeas of Biological. The cell, the membrane, the cell, pa phosphoea ph It phospholipid, phosphopinepinea cell and ata eaeadrenea biological, e"
A0A6F9BP03,-1,"Beta protein-adaadled receptor, a role a a G protein-coupled receptor. It a cell. It the membrane. The membrane. It its a the cell. The ass a separate of Biological. The cell, the membrane, the cell, ppa phosphoea cell and a biological. It of adea ppineppphrine in a al protein, phospholipid, ea G-a Biological, -a Ga eparea -"
UPI001885D9E1,-1,"Beta protein--a adled receptor, a G protein-coupled receptor. It a cell. It the membrane. The a -a cell, the a the cell. The membrane. It its a separate in phospholipid, phosphoea cell and as the cell, layer. The cell. Combins a membrane. Combinea phosphopins the membrane, Biological. It participates ins in biological. It of a biological. The. It associated aea G-ads eadade"
UPI0022421066,-1,"Beta protein-a a -adled receptor, a G protein-coupled receptor. It a cell. It the membrane. The membrane. It its a the cell. The cell. Combins the membrane, phosphoea layer. The phospholipid, layer and ass in a separate in consists in layer, consists of a membrane. Combinea cell and layer that a biological. It associateds a bios consistss phosphoa consists with a associated a al protein, the --a"
UPI0021F5792F,-1,"Beta protein-adarenadled receptor, a role a a G protein-coupled receptor. It a cell. It the membrane. The membrane. It its a the cell. The ass a separate of pppa cell and aepas the membrane, phosphoea pa phospholipid, ppins phrine a biological, Biological. It associated adeas Biological, ea cell, -a eea G-a cell a al protein"
UPI000945D1F8,-1,"Beta protein-adaadled receptor, a a G protein-coupled receptor. The membrane. It a cell. It the membrane. The cell. The a the cell. This ass phospholipid, ea phosphoea cell, phosphoa -a cell and a biological. It its adeas of a separate a membrane, the membrane, ppa epa cell a norine in a role in phrine a al protein, the --a pa"
UPI001ED80ACA,-1,"Beta protein-adarenadled receptor, a role a a G protein-coupled receptor. It a cell. It the membrane. The membrane. It its a the cell. The ass a separate of pppa cell and aepas the membrane, phosphoea pa phospholipid, ppins phrine a biological, involving adea cell: It the cell, the membrane and the cell and thea ea G-a -a cell, e"
A0A1L8DJT3,-1,Putative 7 transmembrane receptor Cell membrane;Disulfide bond;G-protein coupled receptor;Membrane;Receptor;Transducer;Transmembrane;Transmembrane helix plasma membrane [GO:0005886]; G protein-coupled serotonin receptor activity [GO:0004993]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; positive regulation of MAPK cascade [GO:0043410]
Q6PA75,-1,Beta-2 adrenergic receptor (Beta-2 adrenoreceptor) adrb2.S adrb2 MGC68724 Cell membrane;Disulfide bond;Endosome;G-protein coupled receptor;Glycoprotein;Golgi apparatus;Hydroxylation;Lipoprotein;Membrane;Palmitate;Phosphoprotein;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix;Ubl conjugation early endosome [GO:0005769]; Golgi apparatus [GO:0005794]; plasma membrane [GO:0005886]; beta2-adrenergic receptor activity [GO:0004941]; norepinephrine binding [GO:0051380]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0002025]; positive regulation of MAPK cascade [GO:0043410]; regulation of smooth muscle contraction [GO:0006940]
A0A3Q7RR42,-1,Beta-1 adrenergic receptor (Beta-1 adrenoreceptor) ADRB1 Cell membrane;Disulfide bond;Endosome;G-protein coupled receptor;Glycoprotein;Lipoprotein;Membrane;Palmitate;Phosphoprotein;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix early endosome [GO:0005769]; plasma membrane [GO:0005886]; beta1-adrenergic receptor activity [GO:0004940]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0002025]; positive regulation of heart contraction [GO:0045823]; positive regulation of MAPK cascade [GO:0043410] FUNCTION: Beta-adrenergic receptors mediate the catecholamine-induced activation of adenylate cyclase through the action of G proteins. This receptor binds epinephrine and norepinephrine with approximately equal affinity. Mediates Ras activation through G(s)-alpha- and cAMP-mediated signaling. Involved in the regulation of sleep/wake behaviors. {ECO:0000256|ARBA:ARBA00045239}.
UPI001B3A81AA,-1,"Beta protein-adaadled receptor, a a G protein-coupled receptor. It a cell. It the membrane. The membrane. It its a the cell. The ass a separate Biological. The cell, the membrane, the cell, layer. It associated a biological. It of adea cell and aea phosphoeas the membrane and the cell and thea -a cell that a membrane. Combins the pppa ea G-a paeparee"
UPI0014722B1E,-1,"Beta protein-adaadled receptor, a a G protein-coupled receptor. It a cell. It the membrane. The membrane. It its a the cell. The as a role a separate of ppa cell and a biological. The cell, the membrane, the cell, -a phospholipid, phosphoea --a cell that the membrane and the cell and thea cell processes in a membrane. Combinea cell, its the membrane that a associated a al protein, ea G-a G"
UPI0007402841,-1,"Beta protein-adaadled receptor, a G protein-coupled receptor. It a a cell. It the cell. The membrane. The a the cell, the membrane. It its the membrane, phosphoea layer. The cell. Combins the membrane and a separate in Biological. It participates ins a biological. It of as phospholipid, the -a cell, ppa cell and phosphopinepareeas the cell and the adeaea biological, --a"
UPI002242BDAC,-1,"Beta protein-adaadled receptor, a a G protein-coupled receptor. It a cell. It the membrane. The membrane. It its a the cell. The as a role a separate of ppa cell and a biological. The cell, the membrane, the cell, pa phosphoea Biological. The. It associated adeas the membrane and the membrane a associateds phospholipid, ea cell, its the -a eparea --a G-a"
A0A401TLL7,-1,G-protein coupled receptors family 1 profile domain-containing protein chiPu_0027516 Behavior;Cell membrane;Disulfide bond;G-protein coupled receptor;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix plasma membrane [GO:0005886]; beta3-adrenergic receptor activity [GO:0015052]; epinephrine binding [GO:0051379]; serotonin binding [GO:0051378]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0002025]; positive regulation of MAPK cascade [GO:0043410]
A0A4X2KUK0,-1,Alpha-1D adrenergic receptor (Alpha-1D adrenoreceptor) ADRA1D Cell membrane;G-protein coupled receptor;Glycoprotein;Lipoprotein;Membrane;Palmitate;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix plasma membrane [GO:0005886]; alpha1-adrenergic receptor activity [GO:0004937]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; cell-cell signaling [GO:0007267]; phospholipase C-activating G protein-coupled receptor signaling pathway [GO:0007200]; positive regulation of cytosolic calcium ion concentration [GO:0007204]; positive regulation of MAPK cascade [GO:0043410]; positive regulation of vasoconstriction [GO:0045907] FUNCTION: This alpha-adrenergic receptor mediates its effect through the influx of extracellular calcium. {ECO:0000256|ARBA:ARBA00002833}.
C3Y3T3,-1,Alpha-1A adrenergic receptor-like LOC118413813 BRAFLDRAFT_85476 Cell membrane;G-protein coupled receptor;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix plasma membrane [GO:0005886]; alpha1-adrenergic receptor activity [GO:0004937]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; cell-cell signaling [GO:0007267]; phospholipase C-activating G protein-coupled receptor signaling pathway [GO:0007200]; positive regulation of cytosolic calcium ion concentration [GO:0007204]; positive regulation of MAPK cascade [GO:0043410]
A0A1L8H1Y4,-1,Beta-4C adrenergic receptor LOC108711602 Cell membrane;Disulfide bond;G-protein coupled receptor;Glycoprotein;Lipoprotein;Membrane;Palmitate;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix plasma membrane [GO:0005886]; beta3-adrenergic receptor activity [GO:0015052]; epinephrine binding [GO:0051379]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0002025]; positive regulation of MAPK cascade [GO:0043410]
UPI001FEDF7BD,-1,"Beta protein-adaadled receptor, a G protein-coupled receptor. It a a cell. It the cell. The membrane. The a the cell, the membrane. It its the membrane, phosphoea layer. The cell. Combins the membrane and a separate in Biological. It participates ins a biological. It of as phospholipid, the -a cell, ppa cell and phosphopinepareeas the cell and the adeaea biological, --a"
UPI0007425C32,-1,"Beta protein-adaadled receptor, a a G protein-coupled receptor. It a cell. It the membrane. The membrane. It its a the cell. The as a role a separate of Biological. The cell, the membrane, the cell, phosphoea layer. It associated a biological. It of adeas the membrane a associateds the -a phospholipid, ppa cell and aea cell, its the ea G-a Gad-as its"
UPI00168CF3B2,-1,"Beta protein-adaadled receptor, a a G protein-coupled receptor. It a cell. It the membrane. It its a the cell. The membrane. The a membrane. This the membrane, phosphoea ea cell, the membrane and ass phospholipid, ppa pa cell and -aseas biological. The cell, ephospholipid. It of adeaea G-a phosphopinss cell. atadrenead-ae"
T1IW05,-1,G-protein coupled receptors family 1 profile domain-containing protein Cell membrane;G-protein coupled receptor;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix plasma membrane [GO:0005886]; G protein-coupled serotonin receptor activity [GO:0004993]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; positive regulation of MAPK cascade [GO:0043410]
A0A2C9KJC2,-1,G-protein coupled receptors family 1 profile domain-containing protein 106079503 Cell membrane;G-protein coupled receptor;Membrane;Receptor;Transducer;Transmembrane;Transmembrane helix plasma membrane [GO:0005886]; adrenergic receptor activity [GO:0004935]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; positive regulation of MAPK cascade [GO:0043410]
UPI00196B74F0,-1,"Beta protein-adaadled receptor, a a G protein-coupled receptor. The membrane. It a cell. It the membrane. The cell. The a the membrane, the membrane and the membrane that phospholipid, phosphoea ea cell, the -a --a cell and asss of a biological. It its adeas of the membrane a associateds a separate a membrane, epa ppa cell that a role a al protein, pa G-"
UPI001659B5A8,-1,"Beta protein-adaadled receptor, a a G protein-coupled receptor. The membrane. It a cell. It the membrane. The cell. The a the membrane, the membrane and a membrane. Arine of ppa phospholipid, phosphoea pa cell, ph It phosphoa ea cell and ppinss a biological. It its as Biological. It of adeas of Biological, Biological that a ala -a G-a protein-"
UPI0019556DE6,-1,"Beta protein-adaadled receptor, a a G protein-coupled receptor. It a cell. It the membrane. The membrane. It its a the cell. The ass a separate Biological. The cell, the membrane, the cell, phosphoea layer. It associated a biological. It of adeas the membrane and phospholipid, ea cell and a membrane. Combins the cell and the cell a role Biological, layer, -a eparea ppa"
UPI00097E1321,-1,"Beta protein-adaadled receptor, a role a a G protein-coupled receptor. It a cell. It the membrane. The membrane. It its a the cell. The ass a separate of pppa cell and aepas the membrane, phosphoea phospholipid, ea cell, pa ppinephrine in a biological, Biological. It associated adeas Biological, involving a al protein, -a eea biological."
UPI00141A129A,-1,"Beta protein--a adled receptor, a G protein-coupled receptor. It a cell. It the membrane. The a -a cell, the a the cell. The membrane. It its a separate in phospholipid, phosphoea cell and as a membrane. Combins the membrane, layer. The cell. Combining in Biological. It associated a biological. It of a associateds the cell, Biological and layer and phosphopineppa G-adea eadaree"
UPI001864F264,-1,"Beta protein-adaadled receptor, a G protein-coupled receptor. It a a cell. It the cell. The membrane. The a the cell, the membrane. It its the membrane, ppa phospholipid, phosphoea -a cell and ass a separate a biological. The cell. Combins the membrane and the cell and the membrane processes in a membrane. Combinea cell, Biological. It participates Biological, layer. The G protein, ea G-a epare"
UPI001955602B,-1,"Beta protein-adaadled receptor, a a G protein-coupled receptor. It a cell. It the membrane. The membrane. It its a the cell. The ass ppppinepphrine in Biological. The cell, the membrane, the -a cell, pa cell and a biological. It associated a separate in ppins the membrane and the membrane --a phosphoea Biological, phospholipid, the cell ea G-a Ga eparee"
UPI0015E23A83,-1,"Beta protein-adaadled receptor, a a G protein-coupled receptor. It a cell. It the membrane. The membrane. It its a the cell. The ass a separate pppa cell and a biological. The cell, the membrane, the cell, -a phosphoea --a cell that the membrane and the cell and thea cell processes in a norine in pa ea cell via a associated a role a al protein, epa G-a Ga"
UPI001952B6EB,-1,"Beta protein-adarenadled receptor, a role a a G protein-coupled receptor. It a cell. It the membrane. The membrane. It its a the cell. The ass a biological. The cell, the membrane, the cell, ppa phosphoea ppineppphrine in pa cell and aepas biological, ea cell: It ph It phospholipid, Biological. It participateeadeaeas of adrene"
UPI0015E23A8F,-1,"Beta protein-adarenadled receptor, a role a a G protein-coupled receptor. It a cell. It the membrane. The membrane. It its a the cell. The ass a separate of pppa cell and aepas the membrane, phosphoea pa phospholipid, ppins phrine a biological, involving adea cell: It the cell, the membrane and the cell and thea ea G-a -a cell, e"
A0A8S1CD22,-1,G-protein coupled receptors family 1 profile domain-containing protein CLODIP_2_CD01484 Cell membrane;G-protein coupled receptor;Glycoprotein;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix plasma membrane [GO:0005886]; octopamine receptor activity [GO:0004989]
A0A8J1UXM3,-1,Uncharacterized protein OFUS_LOCUS8424 Cell membrane;Disulfide bond;G-protein coupled receptor;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix plasma membrane [GO:0005886]; G protein-coupled serotonin receptor activity [GO:0004993]; melanocortin receptor activity [GO:0004977]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; positive regulation of MAPK cascade [GO:0043410]
A0A3B4ZE97,-1,Beta-2 adrenergic receptor (Beta-2 adrenoreceptor) ADRB2 Cell membrane;Disulfide bond;G-protein coupled receptor;Glycoprotein;Lipoprotein;Membrane;Palmitate;Receptor;Transducer;Transmembrane;Transmembrane helix plasma membrane [GO:0005886]; beta2-adrenergic receptor activity [GO:0004941]; norepinephrine binding [GO:0051380]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0002025]; positive regulation of MAPK cascade [GO:0043410]
UPI00189F28E2,-1,"Beta protein-adaadled receptor, a a G protein-coupled receptor. The membrane. It a cell. It the membrane. The cell. The a the membrane, the membrane and a membrane. Arine of ppa phospholipid, phosphoea pa cell, ea cell and phrine in a biological. It its ass a role of a an adea G-a ephospholipid. It participates of the a associated a al protein, --a"
UPI001CFEE696,-1,"Beta protein-adaadled receptor, a a G protein-coupled receptor. The membrane. It a cell. It the membrane. The cell. The a the membrane, the membrane and a membrane. This the membrane that phosphoea ea cell, phospholipid, pa -a ppareasss as biological. It its a biological. The. It of adeas of the membrane a associated a separate a in a al protein, the --a G-"
UPI001FA8213A,-1,"Beta protein-adarenadled receptor, a role a a G protein-coupled receptor. It a cell. It the membrane. The membrane. It its a the cell. The ass a biological. The cell, the membrane, the cell, ea ppa phosphoea cell and aepasea G-a epppphosphoepeas biological. It of adeaea biological, phospholipid, -a G proteins. The. The G protein,"
UPI00148B5A60,-1,"Beta protein-adarenadled receptor, a role a a G protein-coupled receptor. It a cell. It the membrane. The membrane. It its a the cell. The ass a separate of pppa cell and aepas the membrane, ea phosphoea cell, pa ppinephrine in a biological, involving a membrane. Arine ph It pea G-a -a cell adreneadeae"
UPI00222E7B6E,-1,"Beta protein-adaadled receptor, a a G protein-coupled receptor. It a cell. It the membrane. The membrane. It its a the cell. The ass a separate Biological. The cell, the membrane, the cell, phosphoea layer. It of a biological. It participates pppas of phospholipid, Biological, -a phosphopinepareeas the cell and aea biological, ea G-a Gad--as"
UPI0003F0A623,-1,"Beta protein-a adled receptor, a G protein-coupled receptor. It a cell. It the cell. The membrane. It its a -a cell, layer. The a the cell, the phospholipid, phosphoea cell and a biological. The cell. Combins a separate a membrane. The activs the membrane. Combining ins consists in as phosphoa phosphopins the cell and thea ea Biological. It associateds --adeas the a associated a"
UPI001A98C18E,-1,"Beta protein-adaadled receptor, a a G protein-coupled receptor. It a cell. It the membrane. The membrane. It its a the cell. The ass a separate Biological. The cell, the membrane, the cell, phosphoea layer. It associated a biological. It of adeas the membrane and phospholipid, ea cell and a membrane. Combins the pppa phosphopins Biological, -a --a G-a cell that a"
UPI001A9906AC,-1,"Beta protein-adaadled receptor, a a G protein-coupled receptor. It a cell. It the cell. The membrane. The a the cell, the membrane. It its the membrane, ppa phospholipid, phosphoea -a cell and ass a separate a biological. The cell. Combins the membrane and the cell and the membrane processes in Biological. It participates Biological, Biological and phosphopineppphrine in a al protein, ea G-a pa"
UPI000D186483,-1,"Beta protein-adaadled receptor, a a G protein-coupled receptor. The membrane. It a cell. It the membrane. The cell. The a the cell. This ass phospholipid, ea phosphoea cell, phosphoa -a cell and a biological. It its adeas of a separate a membrane, the membrane, ppa epa cell a norine in a role in phrine a al protein, the --a pa"
UPI0023057D8C,-1,"Beta protein-adaadled receptor, a a G protein-coupled receptor. It a cell. It the cell. The membrane. The a the cell, the membrane. It its the membrane, ppa phospholipid, phosphoea -a cell and ass a separate a biological. The cell. Combins the membrane and the cell and the membrane processes in Biological. It participates Biological, layer. It of adea cell, ea G-a epareeas"
UPI001BE812B2,-1,"Beta protein-adarenadled receptor, a role a a G protein-coupled receptor. It a cell. It the membrane. The membrane. It its a the cell. The ass a separate of pppa cell and aepas the membrane, phosphoea pa phospholipid, ppins phrine a biological, involving adea cell: It the cell, the membrane and the cell and thea ea G-a -a cell, e"
UPI001C4CFEE8,-1,"Beta-adaad-arenled receptor, a coupled receptor. It a cell. The membrane. The a G protein-a a the cell. It the membrane. Arine ass ppppinepphrine of a biological. It its adeas of Biological. The cell, the membrane, the cell, pa phosphoea ph It phospholipid, phosphopinepinea cell and ata eaeadrenea biological, e"
UPI001ED832AD,-1,"Beta protein-adaadled receptor, a a G protein-coupled receptor. It a cell. It the membrane. The membrane. It its a the cell. The ass a separate Biological. The cell, the membrane, the cell, ppa phosphoea cell and a biological. The. It participates Biological, Biological and phospholipid, epa cell that the a role in a norine in -a cell via a al protein, --a ea G-a G"
UPI001486C429,-1,"Beta-adaad-arenled receptor, a coupled receptor. It a cell. The membrane. The a G protein-a a the cell. It the membrane. Arine ass ppppinepphrine of a biological. It its adeas of Biological. The cell, the membrane, the cell, pa phosphoea ph It phospholipid, phosphopinepinea cell and aea G-aepareeadrenea"
UPI0020D1D9DB,-1,"Beta protein-adaadled receptor, a a G protein-coupled receptor. It a cell. It the membrane. The membrane. It its a the cell. The ass a separate Biological. The cell, the membrane, the cell, ppa phosphoea cell and a biological. It associated adeas the membrane and the membrane a associateds the -a --a cell that the membrane that a noreea ea G-a Ga pas epa"
UPI0011E9CF5F,-1,"Beta protein-adaadled receptor, a a G protein-coupled receptor. It a cell. It the cell. The membrane. The a the cell, the membrane. It its the membrane, ppa phospholipid, phosphoea -a cell and ass a separate a biological. The cell. Combins the membrane and the cell and the membrane a membrane. Combinea cell, Biological. It associated Biological, layer. It participates ins of adea G-as the a"
UPI001873BD0A,-1,"Beta protein-adaadled receptor, a a G protein-coupled receptor. The membrane. It a cell. It the membrane. The cell. The a the membrane, the membrane and the membrane that phospholipid, phosphoea ea cell, the as a membrane. Arine of a biological. It its adea the cell, ppa pa cell and ata cell that the -a s of the membrane: It the eea G-a G proteins. The. It"
UPI001A9A0A9B,-1,"Beta protein-adarenadled receptor, a role a a G protein-coupled receptor. It a cell. It the membrane. The membrane. It its a the cell. The ass a biological. The cell, the membrane, the cell, ppa phosphoea ppineppphrine pa cell and aepas biological, ea cell: It ph It phospholipid, Biological. It participateeadeaeas of adrenea"
UPI00234E3DCC,-1,"Beta protein-a a -adled receptor, a G protein-coupled receptor. It a cell. It the cell. The membrane. The a the cell, the cell and a separate in consists in phospholipid, consists of a associated phosphoea layer. It its as a biological. The cell. Combins the membrane. It associateds consistss layer, phosphopins phosphoa consists. It participates ins inea cell and the ada eas the --a"
UPI001BD633C2,-1,"Beta protein-adaadled receptor, a role a a G protein-coupled receptor. It a cell. It the membrane. The membrane. It its a the cell. The ass a separate of pppa cell and aepas the membrane, phosphoea pa phospholipid, ppins Biological. The cell, the membrane and the cell, ea cell that a membrane, the -a --a Ga G-a the adea G proteins."
UPI00201451CB,-1,"Beta protein-adaadled receptor, a a G protein-coupled receptor. It a cell. It the membrane. The membrane. It its a the cell. The ass a separate pppa cell and a biological. The cell, the membrane, the cell, -a phosphoea --a cell that the membrane and the cell and thereea cell, its Biological. It associated adeas the membrane a associateds the a ala ea G-a Ga p"
UPI0003F05C56,-1,"Beta protein-adaadled receptor, a a G protein-coupled receptor. The membrane. It a cell. It the membrane. The cell. The a the membrane, the membrane and the membrane that phospholipid, phosphoea ea cell, the as a membrane. Arine of a biological. It its adea the cell, ppa pa cell and ata cell that the -a --a cell: It the epareadreneas of"
UPI00187AC6C1,-1,"Beta protein-adaa adled receptor, a G protein-coupled receptor. It a cell. It the membrane. The a ea phospholipid, the a the cell. The membrane. It its a membrane. Combinea cell, phosphoea G-a cell and asea the membrane, -a pa cell that a separate of a biological. It of phosphopinepppareeas the cell, the membrane and --a Ga -eads"
A0A023F452,-1,Putative muscarinic acetylcholine receptor Cell membrane;Disulfide bond;G-protein coupled receptor;Membrane;Receptor;Transducer;Transmembrane;Transmembrane helix plasma membrane [GO:0005886]; adrenergic receptor activity [GO:0004935]; G protein-coupled serotonin receptor activity [GO:0004993]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; positive regulation of MAPK cascade [GO:0043410]
A0A210PJ23,-1,Dopamine receptor 2 KP79_PYT17446 Cell membrane;Disulfide bond;G-protein coupled receptor;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix plasma membrane [GO:0005886]; synapse [GO:0045202]; G protein-coupled acetylcholine receptor activity [GO:0016907]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; positive regulation of MAPK cascade [GO:0043410]
A0A193KU63,-1,GCR017 gcr017 Cell membrane;Disulfide bond;G-protein coupled receptor;Glycoprotein;Membrane;Receptor;Transducer;Transmembrane;Transmembrane helix plasma membrane [GO:0005886]; adrenergic receptor activity [GO:0004935]
O70431,-1,"Beta-2 adrenergic receptor (Beta-2 adrenoreceptor) (Beta-2 adrenoceptor) ADRB2 Cell membrane;Disulfide bond;Endosome;G-protein coupled receptor;Golgi apparatus;Lipoprotein;Membrane;Palmitate;Phosphoprotein;Receptor;Transducer;Transmembrane;Transmembrane helix;Ubl conjugation early endosome [GO:0005769]; Golgi apparatus [GO:0005794]; plasma membrane [GO:0005886]; beta2-adrenergic receptor activity [GO:0004941]; norepinephrine binding [GO:0051380]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; adenylate cyclase-inhibiting adrenergic receptor signaling pathway [GO:0071881]; negative regulation of cardiac muscle cell apoptotic process [GO:0010667]; norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0002025]; positive regulation of autophagosome maturation [GO:1901098]; positive regulation of cardiac muscle cell apoptotic process [GO:0010666]; positive regulation of cardiac muscle cell contraction [GO:0106134]; positive regulation of lipophagy [GO:1904504]; positive regulation of MAPK cascade [GO:0043410]; regulation of smooth muscle contraction [GO:0006940] FUNCTION: G protein-coupled receptor for catecholamines that couples to both G(s) and G(i) proteins, activating bifurcated signaling pathways. ADRB2 binds epinephrine (Epi) with an approximately 30-fold greater affinity than norepinephrine (NE) (By similarity). In the heart, Epi- and NE-activated ADRB2 induces rapid and slow cardiomyocyte contraction rate, respectively. Both NE and Epi promote coupling to G(s)/PKA pathway to regulate myocyte contraction rate. Epi also promotes ADRB2 coupling to G(i) proteins to exert cardioprotective effects especially in the conditions of hypoxia and oxidative stress through the G(i)/PI3K/Akt signaling pathway. ADRB2-G(s) signaling delivers proapoptotic signals in cardiomyocytes although G(i)-mediated survival effect appears to predominate (By similarity). ADRB2 also transduces signals independently of PKA to regulate cellular pH by modulating Na(+)/H(+) exchanger SLC9A3 function (By similarity). {ECO:0000250|UniProtKB:P07550, ECO:0000250|UniProtKB:P18762}."
A0A670JC32,-1,"5-hydroxytryptamine receptor 6 (Serotonin receptor 6) Cell membrane;Disulfide bond;G-protein coupled receptor;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix plasma membrane [GO:0005886]; G protein-coupled serotonin receptor activity [GO:0004993]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; positive regulation of MAPK cascade [GO:0043410] FUNCTION: G-protein coupled receptor for 5-hydroxytryptamine (serotonin), a biogenic hormone that functions as a neurotransmitter, a hormone and a mitogen. Also has a high affinity for tricyclic psychotropic drugs. Ligand binding causes a conformation change that triggers signaling via guanine nucleotide-binding proteins (G proteins) and modulates the activity of downstream effectors. HTR6 is coupled to G(s) G alpha proteins and mediates activation of adenylate cyclase activity. Controls pyramidal neurons migration during corticogenesis, through the regulation of CDK5 activity. Is an activator of mTOR signaling. {ECO:0000256|ARBA:ARBA00059774}."
A0A401T770,-1,Alpha-1D adrenergic receptor (Alpha-1D adrenoreceptor) chiPu_0016971 Cell membrane;G-protein coupled receptor;Glycoprotein;Lipoprotein;Membrane;Palmitate;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix plasma membrane [GO:0005886]; alpha1-adrenergic receptor activity [GO:0004937]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; cell-cell signaling [GO:0007267]; phospholipase C-activating G protein-coupled receptor signaling pathway [GO:0007200]; positive regulation of cytosolic calcium ion concentration [GO:0007204]; positive regulation of MAPK cascade [GO:0043410]; positive regulation of vasoconstriction [GO:0045907] FUNCTION: This alpha-adrenergic receptor mediates its effect through the influx of extracellular calcium. {ECO:0000256|ARBA:ARBA00002833}.
UPI001BD5D4E1,-1,"Beta protein-adaadled receptor, a a G protein-coupled receptor. It a cell. It the membrane. The membrane. It its a the cell. The ass a separate pppa cell and a biological. The cell, the membrane, the cell, -a phosphoea --a cell that the membrane and the cell and thea cell processes in a norine in pa ea cell via a associated a role a al protein, the adea G-a G"
UPI0007195784,-1,"Beta protein-adaadled receptor, a a G protein-coupled receptor. The membrane. It a cell. It the membrane. The cell. The a the cell. Arine of ppa phospholipid, phosphoea pa cell and aseasss a biological. It its adeaea biological, ppineppphrine in a separate a associated a al protein, ea cell, -a eparead-as e"
